title,link
Votação da PEC põe em risco tarifa social de energia elétrica,https://g1.globo.com/politica/noticia/2025/09/16/negociacao-da-pec-da-blindagem-poe-em-risco-mp-da-tarifa-social-de-energia-eletrica-que-perde-validade-nesta-quarta.ghtml
"Quaest: 41% são contra anistia; 36% são a favor para todos, incluindo Bolsonaro",https://g1.globo.com/politica/noticia/2025/09/16/quaest-anistia-bolsonaro-8-de-janeiro.ghtml
Bolsonaro passará a noite no hospital após crise de pressão baixa,https://g1.globo.com/politica/noticia/2025/09/16/bolsonaro-ficara-internado-e-passara-a-noite-no-hospital-apos-crise-de-pressao-baixa-diz-equipe-medica.ghtml
Mega-Sena pode pagar R$ 26 milhões; veja números,https://g1.globo.com/loterias/mega-sena/noticia/2025/09/16/mega-sena-concurso-2915-resultado.ghtml
Polícia identifica e pede prisão de 2 suspeitos de matar Ruy Ferraz Fontes,https://g1.globo.com/sp/sao-paulo/noticia/2025/09/16/policia-identifica-segundo-suspeito-da-execucao-do-ex-delegado.ghtml
Ex-delegado disse em podcast que nunca foi ameaçado; ÁUDIO,https://g1.globo.com/sp/sao-paulo/noticia/2025/09/16/ex-delegado-executado-no-litoral-disse-que-nunca-foi-ameacado-pelo-crime-organizado-audio.ghtml
"Dólar cai pelo 5º dia e fecha abaixo de R$ 5,30; bolsa bate novo recorde",https://g1.globo.com/economia/noticia/2025/09/16/dolar-ibovespa.ghtml
Oposição anuncia Eduardo Bolsonaro como líder da minoria,https://g1.globo.com/politica/blog/andreia-sadi/post/2025/09/16/bolsonaristas-levam-a-motta-proposta-para-salvar-mandato-de-eduardo-nos-eua.ghtml
